class,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,matthews,roc_auc
374,0.7680311890838207,0.7380952380952381,0.7660354590179151,0.733976176971072,0.7380952380952381,0.7380952380952381,0.7282352941176471,0.7380952380952381,0.7294677871148461,0.5008509276455138,0.733976176971072
708,0.8125359401955147,0.8095238095238095,0.8119335140611736,0.8082813386273398,0.8095238095238095,0.8095238095238095,0.8085470085470086,0.8095238095238095,0.8088726088726089,0.6208026997770788,0.8082813386273398
331,0.8074866310160428,0.7857142857142857,0.8147440794499617,0.7948717948717949,0.7857142857142857,0.7857142857142857,0.7846153846153847,0.7857142857142857,0.7835164835164835,0.6022263188761575,0.7948717948717949
92,0.8234936092513694,0.7857142857142857,0.840666029040953,0.8056354226566993,0.7857142857142857,0.7857142857142857,0.7846153846153846,0.7857142857142857,0.7827838827838828,0.6288755234234623,0.8056354226566994
209,0.7476190476190476,0.7349397590361446,0.7544463568559955,0.7432748538011695,0.7349397590361446,0.7349397590361446,0.734593023255814,0.7349397590361445,0.7337839731017093,0.4908746789473202,0.7432748538011695
367,0.8548484848484849,0.8313253012048193,0.8645345016429354,0.8423976608187135,0.8313253012048193,0.8313253012048193,0.8307109557109558,0.8313253012048193,0.8298508720195467,0.6971349687318401,0.8423976608187135
241,0.9148484848484848,0.9036144578313253,0.9115443592552026,0.8988927738927739,0.9036144578313253,0.9036144578313253,0.9018912529550827,0.9036144578313253,0.9026745278988292,0.8135848151641634,0.8988927738927739
446,0.8996969696969697,0.891566265060241,0.8963490324936109,0.8856725146198831,0.891566265060241,0.891566265060241,0.8892512972572275,0.891566265060241,0.8906016951423188,0.7852442559840282,0.8856725146198831
400,0.7700810611643331,0.7073170731707317,0.7770548376080666,0.7185450208706022,0.7073170731707317,0.7073170731707317,0.6957328385899815,0.7073170731707317,0.6928367799447939,0.4859006941707887,0.7185450208706022
307,0.7784645413142486,0.7439024390243902,0.7871050668867132,0.7559808612440191,0.7439024390243902,0.7439024390243902,0.7407797681770284,0.7439024390243903,0.7386979876121206,0.5339722581241167,0.7559808612440191
418,0.820054945054945,0.7682926829268293,0.8269565800053605,0.7778771615980918,0.7682926829268293,0.7682926829268293,0.7623188405797101,0.7682926829268293,0.7604807352421351,0.5964426533617506,0.7778771615980918
175,0.7996031746031746,0.7926829268292683,0.7964092140921409,0.7753799392097265,0.7926829268292683,0.7926829268292683,0.7809209492377809,0.7926829268292683,0.7883495666639835,0.5744726416784817,0.7753799392097265
431,0.8817857142857143,0.8518518518518519,0.8711640211640211,0.8319875776397516,0.8518518518518519,0.8518518518518519,0.8411764705882352,0.8518518518518519,0.8467683369644153,0.7120340285777824,0.8319875776397515
338,0.8450255102040816,0.8518518518518519,0.8518518518518519,0.8450255102040816,0.8518518518518519,0.8518518518518519,0.8450255102040816,0.8518518518518519,0.8518518518518519,0.6900510204081632,0.8450255102040816
235,0.8056092843326885,0.7875,0.8159574468085106,0.7992424242424242,0.7875,0.7875,0.7872007510561727,0.7875,0.7864027538726333,0.6048181978568636,0.7992424242424243
312,0.7677865612648221,0.759493670886076,0.768424475909341,0.760576923076923,0.759493670886076,0.759493670886076,0.7580983078162772,0.759493670886076,0.7578657473046441,0.5283142934872662,0.7605769230769233
100,0.8132411067193676,0.7974683544303798,0.8217341271826687,0.8071705426356589,0.7974683544303798,0.7974683544303798,0.7971758664955071,0.7974683544303798,0.7964933946474707,0.6203819492112339,0.8071705426356589
341,0.7688172043010753,0.7468354430379747,0.777868517762352,0.7583979328165374,0.7468354430379747,0.7468354430379747,0.7458172458172458,0.7468354430379747,0.7443917697082254,0.5271121698345379,0.7583979328165373
534,0.772938829787234,0.759493670886076,0.7756278615674658,0.7634788189987163,0.759493670886076,0.759493670886076,0.7580983078162773,0.759493670886076,0.7574006262813778,0.5363342261360245,0.7634788189987163
162,0.8282758620689655,0.810126582278481,0.825683107813182,0.8055198973042362,0.810126582278481,0.810126582278481,0.805642119074955,0.810126582278481,0.8067632348758365,0.6333871096470781,0.8055198973042362
432,0.7403846153846154,0.7051282051282052,0.7458086785009862,0.7142386288727752,0.7051282051282052,0.7051282051282052,0.6991447258091565,0.7051282051282052,0.6969689151476842,0.45387077633224826,0.7142386288727752
43,0.8142857142857143,0.782051282051282,0.8201465201465201,0.7900461437046803,0.782051282051282,0.782051282051282,0.7791104447776114,0.782051282051282,0.7778034059893131,0.6038455413432888,0.7900461437046804
335,0.8184625943719972,0.8076923076923077,0.817116308537036,0.8052631578947369,0.8076923076923077,0.8076923076923077,0.8050974512743627,0.8076923076923077,0.8056740860339061,0.6235860717794987,0.8052631578947368
4,0.82899366643209,0.8205128205128205,0.8256013280643821,0.8106312292358804,0.8205128205128205,0.8205128205128205,0.8145380434782609,0.8205128205128205,0.8179522017837235,0.6393612656851191,0.8106312292358803
96,0.7653061224489796,0.7402597402597403,0.7688841770474423,0.7459459459459459,0.7402597402597403,0.7402597402597403,0.7366621067031464,0.7402597402597403,0.7354628955176151,0.5108853697297085,0.7459459459459459
434,0.8494897959183674,0.8181818181818182,0.8539623641664458,0.8239864864864865,0.8181818181818182,0.8181818181818182,0.8156634746922025,0.8181818181818182,0.8148240268623306,0.6729932274324045,0.8239864864864866
355,0.8045454545454546,0.7402597402597403,0.8103896103896104,0.7489864864864866,0.7402597402597403,0.7402597402597403,0.7300140252454419,0.7402597402597403,0.7279648822425823,0.550736607472947,0.7489864864864865
411,0.8323863636363636,0.8157894736842105,0.8434509569377989,0.8277310924369747,0.8157894736842105,0.8157894736842105,0.8156618156618156,0.8157894736842104,0.8151511835722363,0.6601010409496383,0.8277310924369747
277,0.7523076923076923,0.7105263157894737,0.7662348178137651,0.7296918767507004,0.7105263157894737,0.7105263157894737,0.7072829131652661,0.7105263157894737,0.7040395105410585,0.481468700394084,0.7296918767507004
536,0.8473867595818816,0.8421052631578947,0.8526682560058684,0.8473867595818816,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.6947735191637631,0.8473867595818816
70,0.8898176291793314,0.88,0.8851671732522797,0.8701298701298701,0.88,0.88,0.8756677104439123,0.88,0.8784527537299687,0.7596924337190144,0.8701298701298701
266,0.8829331046312179,0.8533333333333334,0.8705202973127503,0.8273460410557185,0.8533333333333334,0.8533333333333334,0.8395253841665047,0.8533333333333335,0.8476846268559943,0.7081006589185026,0.8273460410557185
378,0.8318181818181818,0.8,0.82,0.7675953079178885,0.8,0.8,0.7771836007130124,0.8000000000000002,0.7895424836601308,0.5959630476342985,0.7675953079178885
296,0.893928035982009,0.8933333333333333,0.8934732633683158,0.8852639296187683,0.8933333333333333,0.8933333333333333,0.8888888888888888,0.8933333333333333,0.8927407407407406,0.7791437945063346,0.8852639296187683
56,0.8333333333333334,0.8266666666666667,0.8311111111111111,0.8214285714285714,0.8266666666666667,0.8266666666666667,0.8235294117647058,0.8266666666666667,0.8250980392156863,0.6546536707079772,0.8214285714285714
292,0.8377061469265368,0.84,0.8394602698650674,0.8302785923753666,0.84,0.84,0.8333333333333333,0.8399999999999999,0.839111111111111,0.6679434432447264,0.8302785923753665
5,0.8200000000000001,0.8133333333333334,0.8165333333333333,0.7932551319648093,0.8133333333333334,0.8133333333333334,0.8005319148936171,0.8133333333333334,0.8092907801418441,0.6126716648539868,0.7932551319648095
416,0.8222222222222222,0.8266666666666667,0.8260740740740742,0.8189149560117301,0.8266666666666667,0.8266666666666667,0.8204089150856512,0.8266666666666667,0.8262196844108799,0.6411286480138038,0.8189149560117303
226,0.7924242424242425,0.7972972972972973,0.7966011466011467,0.7895723930982745,0.7972972972972973,0.7972972972972973,0.7908422837761447,0.7972972972972974,0.7968007577956702,0.5819896482884824,0.7895723930982746
345,0.8447826086956521,0.8356164383561644,0.8396902918403811,0.8107366771159874,0.8356164383561644,0.8356164383561644,0.820785597381342,0.8356164383561644,0.8313790552205009,0.6546345611208401,0.8107366771159874
141,0.761304347826087,0.7534246575342466,0.7580941036331149,0.7307987711213517,0.7534246575342466,0.7534246575342466,0.7355072463768116,0.7534246575342466,0.7458804844153266,0.491156685251976,0.7307987711213517
420,0.8541666666666667,0.8194444444444444,0.8512731481481483,0.8150579150579151,0.8194444444444444,0.8194444444444444,0.8133599202392822,0.8194444444444444,0.8142960008862301,0.6680808681080803,0.815057915057915
554,0.7638888888888888,0.7638888888888888,0.7642746913580247,0.7640926640926642,0.7638888888888888,0.7638888888888888,0.7638433339764615,0.763888888888889,0.7639344438013163,0.5279815136578919,0.7640926640926642
254,0.8471760797342193,0.8450704225352113,0.8459126854148145,0.8370967741935484,0.8450704225352113,0.8450704225352113,0.8405146007759853,0.8450704225352113,0.8439314670954047,0.6841986160628138,0.8370967741935483
